Date,Close
7/2/2018,335.070007
7/3/2018,310.859985
7/5/2018,309.160004
7/6/2018,308.899994
7/9/2018,318.51001
7/10/2018,322.470001
7/11/2018,318.959991
7/12/2018,316.709991
7/13/2018,318.869995
7/16/2018,310.100006
7/17/2018,322.690002
7/18/2018,323.850006
7/19/2018,320.230011
7/20/2018,313.579987
7/23/2018,303.200012
7/24/2018,297.429993
7/25/2018,308.73999
7/26/2018,306.649994
7/27/2018,297.179993
7/30/2018,290.170013
7/31/2018,298.140015
8/1/2018,300.839996
8/2/2018,349.540009
8/3/2018,348.170013
8/6/2018,341.98999
8/7/2018,379.570007
8/8/2018,370.339996
8/9/2018,352.450012
8/10/2018,355.48999
8/13/2018,356.410004
8/14/2018,347.640015
8/15/2018,338.690002
8/16/2018,335.450012
8/17/2018,305.5
8/20/2018,308.440002
8/21/2018,321.899994
8/22/2018,321.640015
8/23/2018,320.100006
8/24/2018,322.820007
8/27/2018,319.269989
8/28/2018,311.859985
8/29/2018,305.01001
8/30/2018,303.149994
8/31/2018,301.660004
9/4/2018,288.950012
9/5/2018,280.73999
9/6/2018,280.950012
9/7/2018,263.23999
9/10/2018,285.5
9/11/2018,279.440002
9/12/2018,290.540009
9/13/2018,289.459991
9/14/2018,295.200012
9/17/2018,294.839996
9/18/2018,284.959991
9/19/2018,299.019989
9/20/2018,298.329987
9/21/2018,299.100006
9/24/2018,299.679993
9/25/2018,300.98999
9/26/2018,309.579987
9/27/2018,307.519989
9/28/2018,264.769989
10/1/2018,310.700012
10/2/2018,301.019989
10/3/2018,294.799988
10/4/2018,281.829987
10/5/2018,261.950012
10/8/2018,250.559998
10/9/2018,262.799988
10/10/2018,256.880005
10/11/2018,252.229996
10/12/2018,258.779999
10/15/2018,259.589996
10/16/2018,276.589996
10/17/2018,271.779999
10/18/2018,263.910004
10/19/2018,260
10/22/2018,260.950012
10/23/2018,294.140015
10/24/2018,288.5
10/25/2018,314.859985
10/26/2018,330.899994
10/29/2018,334.850006
10/30/2018,329.899994
10/31/2018,337.320007
11/1/2018,344.279999
11/2/2018,346.410004
11/5/2018,341.399994
11/6/2018,341.059998
11/7/2018,348.160004
11/8/2018,351.399994
11/9/2018,350.51001
11/12/2018,331.279999
11/13/2018,338.730011
11/14/2018,344
11/15/2018,348.440002
11/16/2018,354.309998
11/19/2018,353.470001
11/20/2018,347.48999
11/21/2018,338.190002
11/23/2018,325.829987
11/26/2018,346
11/27/2018,343.920013
11/28/2018,347.869995
11/29/2018,341.170013
11/30/2018,350.480011
12/3/2018,358.48999
12/4/2018,359.700012
12/6/2018,363.059998
12/7/2018,357.970001
12/10/2018,365.149994
12/11/2018,366.76001
12/12/2018,366.600006
12/13/2018,376.790009
12/14/2018,365.709991
12/17/2018,348.420013
12/18/2018,337.029999
12/19/2018,332.970001
12/20/2018,315.380005
12/21/2018,319.769989
12/24/2018,295.390015
12/26/2018,326.089996
12/27/2018,316.130005
12/28/2018,333.869995
12/31/2018,332.799988
1/2/2019,310.119995
1/3/2019,300.359985
1/4/2019,317.690002
1/7/2019,334.959991
1/8/2019,335.350006
1/9/2019,338.529999
1/10/2019,344.970001
1/11/2019,347.26001
1/14/2019,334.399994
1/15/2019,344.429993
1/16/2019,346.049988
1/17/2019,347.309998
1/18/2019,302.26001
1/22/2019,298.920013
1/23/2019,287.589996
1/24/2019,291.51001
1/25/2019,297.040009
1/28/2019,296.380005
1/29/2019,297.459991
1/30/2019,308.769989
1/31/2019,307.019989
2/1/2019,312.209991
2/4/2019,312.890015
2/5/2019,321.350006
2/6/2019,317.220001
2/7/2019,307.51001
2/8/2019,305.799988
2/11/2019,312.839996
2/12/2019,311.809998
2/13/2019,308.170013
2/14/2019,303.769989
2/15/2019,307.880005
2/19/2019,305.640015
2/20/2019,302.559998
2/21/2019,291.230011
2/22/2019,294.709991
2/25/2019,298.769989
2/26/2019,297.859985
2/27/2019,314.73999
2/28/2019,319.880005
3/1/2019,294.790009
3/4/2019,285.359985
3/5/2019,276.540009
3/6/2019,276.23999
3/7/2019,276.589996
3/8/2019,284.140015
3/11/2019,290.920013
3/12/2019,283.359985
3/13/2019,288.959991
3/14/2019,289.959991
3/15/2019,275.429993
3/18/2019,269.48999
3/19/2019,267.470001
3/20/2019,273.600006
3/21/2019,274.019989
3/22/2019,264.529999
3/25/2019,260.420013
3/26/2019,267.769989
3/27/2019,274.829987
3/28/2019,278.619995
3/29/2019,279.859985
4/1/2019,289.179993
4/2/2019,285.880005
4/3/2019,291.809998
4/4/2019,267.779999
4/5/2019,274.959991
4/8/2019,273.200012
4/9/2019,272.309998
4/10/2019,276.059998
4/11/2019,268.420013
4/12/2019,267.700012
4/15/2019,266.380005
4/16/2019,273.359985
4/17/2019,271.230011
4/18/2019,273.26001
4/22/2019,262.75
4/23/2019,263.899994
4/24/2019,258.660004
4/25/2019,247.630005
4/26/2019,235.139999
4/29/2019,241.470001
4/30/2019,238.690002
5/1/2019,234.009995
5/2/2019,244.100006
5/3/2019,255.029999
5/6/2019,255.339996
5/7/2019,247.059998
5/8/2019,244.839996
5/9/2019,241.979996
5/10/2019,239.520004
5/13/2019,227.009995
5/14/2019,232.309998
5/15/2019,231.949997
5/16/2019,228.330002
5/17/2019,211.029999
5/20/2019,205.360001
5/21/2019,205.080002
5/22/2019,192.729996
5/23/2019,195.490005
5/24/2019,190.630005
5/28/2019,188.699997
5/29/2019,189.860001
5/30/2019,188.220001
5/31/2019,185.160004
6/3/2019,178.970001
6/4/2019,193.600006
6/5/2019,196.589996
6/6/2019,205.949997
6/7/2019,204.5
6/10/2019,212.880005
6/11/2019,217.100006
6/12/2019,209.259995
6/13/2019,213.910004
6/14/2019,214.919998
6/17/2019,225.029999
6/18/2019,224.740005
6/19/2019,226.429993
6/20/2019,219.619995
6/21/2019,221.860001
6/24/2019,223.639999
6/25/2019,219.759995
6/26/2019,219.270004
6/27/2019,222.839996
6/28/2019,223.460007
7/1/2019,227.169998
7/2/2019,224.550003
7/3/2019,234.899994
7/5/2019,233.100006
7/8/2019,230.339996
7/9/2019,230.059998
7/10/2019,238.919998
7/11/2019,238.600006
7/12/2019,245.080002
7/15/2019,253.5
7/16/2019,252.380005
7/17/2019,254.860001
7/18/2019,253.539993
7/19/2019,258.179993
7/22/2019,255.679993
7/23/2019,260.170013
7/24/2019,264.880005
7/25/2019,228.820007
7/26/2019,228.039993
7/29/2019,235.770004
7/30/2019,242.259995
7/31/2019,241.610001
8/1/2019,233.850006
8/2/2019,234.339996
8/5/2019,228.320007
8/6/2019,230.75
8/7/2019,233.419998
8/8/2019,238.300003
8/9/2019,235.009995
8/12/2019,229.009995
8/13/2019,235
8/14/2019,219.619995
8/15/2019,215.639999
8/16/2019,219.940002
8/19/2019,226.830002
8/20/2019,225.860001
8/21/2019,220.830002
8/22/2019,222.149994
8/23/2019,211.399994
8/26/2019,215
8/27/2019,214.080002
8/28/2019,215.589996
8/29/2019,221.710007
8/30/2019,225.610001
9/3/2019,225.009995
9/4/2019,220.679993
9/5/2019,229.580002
9/6/2019,227.449997
9/9/2019,231.789993
9/10/2019,235.539993
9/11/2019,247.100006
9/12/2019,245.869995
9/13/2019,245.199997
9/16/2019,242.809998
9/17/2019,244.789993
9/18/2019,243.490005
9/19/2019,246.600006
9/20/2019,240.619995
9/23/2019,241.229996
9/24/2019,223.210007
9/25/2019,228.699997
9/26/2019,242.559998
9/27/2019,242.130005
9/30/2019,240.869995
10/1/2019,244.690002
10/2/2019,243.130005
10/3/2019,233.029999
10/4/2019,231.429993
10/7/2019,237.720001
10/8/2019,240.050003
10/9/2019,244.529999
10/10/2019,244.740005
10/11/2019,247.889999
10/14/2019,256.959991
10/15/2019,257.890015
10/16/2019,259.75
10/17/2019,261.970001
10/18/2019,256.950012
10/21/2019,253.5
10/22/2019,255.580002
10/23/2019,254.679993
10/24/2019,299.679993
10/25/2019,328.130005
10/28/2019,327.709991
10/29/2019,316.220001
10/30/2019,315.01001
10/31/2019,314.920013
11/1/2019,313.309998
11/4/2019,317.470001
11/5/2019,317.220001
11/6/2019,326.579987
11/7/2019,335.540009
11/8/2019,337.140015
11/11/2019,345.089996
11/12/2019,349.929993
11/13/2019,346.109985
11/14/2019,349.350006
11/15/2019,352.170013
11/18/2019,349.98999
11/19/2019,359.519989
11/20/2019,352.220001
11/21/2019,354.829987
11/22/2019,333.040009
11/25/2019,336.339996
11/26/2019,328.920013
11/27/2019,331.290009
11/29/2019,329.940002
12/2/2019,334.869995
12/3/2019,336.200012
12/4/2019,333.029999
12/5/2019,330.369995
12/6/2019,335.890015
12/9/2019,339.529999
12/10/2019,348.839996
12/11/2019,352.700012
12/12/2019,359.679993
12/13/2019,358.390015
12/16/2019,381.5
12/17/2019,378.98999
12/18/2019,393.149994
12/19/2019,404.040009
12/20/2019,405.589996
12/23/2019,419.220001
12/24/2019,425.25
12/26/2019,430.940002
