Date,Close
7/2/2018,38.360001
7/3/2018,37.75
7/5/2018,37.990002
7/6/2018,38.09
7/9/2018,39.310001
7/10/2018,39.119999
7/11/2018,35.959999
7/12/2018,36.330002
7/13/2018,37.119999
7/16/2018,37.279999
7/17/2018,37.380001
7/18/2018,38.369999
7/19/2018,38.130001
7/20/2018,37.880001
7/23/2018,38.040001
7/24/2018,37.450001
7/25/2018,38.189999
7/26/2018,40.02
7/27/2018,39.689999
7/30/2018,38.970001
7/31/2018,39.540001
8/1/2018,38.139999
8/2/2018,37.93
8/3/2018,38.419998
8/6/2018,38.41
8/7/2018,38.259998
8/8/2018,38.380001
8/9/2018,37.919998
8/10/2018,37.259998
8/13/2018,36.790001
8/14/2018,37.09
8/15/2018,37.439999
8/16/2018,38.16
8/17/2018,37.790001
8/20/2018,39.990002
8/21/2018,40.330002
8/22/2018,39.189999
8/23/2018,38.830002
8/24/2018,38.82
8/27/2018,39.52
8/28/2018,40.689999
8/29/2018,40.5
8/30/2018,40.400002
8/31/2018,40.48
9/4/2018,40.77
9/5/2018,39.669998
9/6/2018,38.48
9/7/2018,38.43
9/10/2018,39.43
9/11/2018,40.18
9/12/2018,39.259998
9/13/2018,39.48
9/14/2018,39.740002
9/17/2018,40.32
9/18/2018,40.790001
9/19/2018,41.599998
9/20/2018,41.889999
9/21/2018,43.599998
9/24/2018,41.98
9/25/2018,40.810001
9/26/2018,41.040001
9/27/2018,41.5
9/28/2018,41.330002
10/1/2018,39.610001
10/2/2018,38.5
10/3/2018,38.799999
10/4/2018,37.919998
10/5/2018,36.439999
10/8/2018,35.900002
10/9/2018,33.549999
10/10/2018,31.610001
10/11/2018,31.27
10/12/2018,30.91
10/15/2018,31.780001
10/16/2018,33.279999
10/17/2018,33.57
10/18/2018,32.060001
10/19/2018,32.040001
10/22/2018,32.16
10/23/2018,32.380001
10/24/2018,30.34
10/25/2018,32.369999
10/26/2018,32.459999
10/29/2018,32.599998
10/30/2018,34.66
10/31/2018,35.080002
11/1/2018,36.369999
11/2/2018,36.330002
11/5/2018,35.720001
11/6/2018,35.169998
11/7/2018,36.970001
11/8/2018,36.860001
11/9/2018,36.220001
11/12/2018,36.860001
11/13/2018,37.779999
11/14/2018,38.110001
11/15/2018,37.82
11/16/2018,36.75
11/19/2018,35.82
11/20/2018,35.59
11/21/2018,36.310001
11/23/2018,37.950001
11/26/2018,38.099998
11/27/2018,38.290001
11/28/2018,38.939999
11/29/2018,38.419998
11/30/2018,40.16
12/3/2018,39.650002
12/4/2018,36.689999
12/6/2018,36.939999
12/7/2018,33.57
12/10/2018,33.84
12/11/2018,34.099998
12/12/2018,34.349998
12/13/2018,32.459999
12/14/2018,32.41
12/17/2018,32.040001
12/18/2018,33.540001
12/19/2018,32.419998
12/20/2018,31.889999
12/21/2018,30.780001
12/24/2018,29.719999
12/26/2018,32.290001
12/27/2018,32.040001
12/28/2018,31.83
12/31/2018,32.110001
1/2/2019,32.48
1/3/2019,30.059999
1/4/2019,32.040001
1/7/2019,32.950001
1/8/2019,32.419998
1/9/2019,33.419998
1/10/2019,32.040001
1/11/2019,31.799999
1/14/2019,31.709999
1/15/2019,32.099998
1/16/2019,32.84
1/17/2019,33.580002
1/18/2019,33.970001
1/22/2019,32.740002
1/23/2019,31.65
1/24/2019,33.66
1/25/2019,34.98
1/28/2019,36.57
1/29/2019,36.290001
1/30/2019,36.34
1/31/2019,35.77
2/1/2019,36.110001
2/4/2019,36.779999
2/5/2019,36.93
2/6/2019,36.759998
2/7/2019,36.169998
2/8/2019,36
2/11/2019,36.59
2/12/2019,35.75
2/13/2019,36.209999
2/14/2019,36.110001
2/15/2019,35.049999
2/19/2019,35.470001
2/20/2019,35.060001
2/21/2019,34.98
2/22/2019,35.490002
2/25/2019,35.900002
2/26/2019,36.25
2/27/2019,35.689999
2/28/2019,35.630001
3/1/2019,34.639999
3/4/2019,33.720001
3/5/2019,33.23
3/6/2019,32.759998
3/7/2019,32.220001
3/8/2019,31.91
3/11/2019,32.049999
3/12/2019,30.92
3/13/2019,31.84
3/14/2019,32.130001
3/15/2019,31.43
3/18/2019,31.379999
3/19/2019,31.59
3/20/2019,30.959999
3/21/2019,31.450001
3/22/2019,30.57
3/25/2019,30.209999
3/26/2019,30.209999
3/27/2019,30.940001
3/28/2019,30.9
3/29/2019,31.76
4/1/2019,32.349998
4/2/2019,32.990002
4/3/2019,33.709999
4/4/2019,33.93
4/5/2019,34.060001
4/8/2019,33.880001
4/9/2019,33.310001
4/10/2019,34.02
4/11/2019,34.810001
4/12/2019,34.689999
4/15/2019,33.75
4/16/2019,34.029999
4/17/2019,34.380001
4/18/2019,34.369999
4/22/2019,33.48
4/23/2019,33.970001
4/24/2019,33.990002
4/25/2019,33.41
4/26/2019,33.060001
4/29/2019,33.77
4/30/2019,34.18
5/1/2019,33.91
5/2/2019,33.950001
5/3/2019,34.790001
5/6/2019,34.75
5/7/2019,33.91
5/8/2019,33.75
5/9/2019,33.950001
5/10/2019,33.990002
5/13/2019,32.139999
5/14/2019,32.34
5/15/2019,32.16
5/16/2019,32.32
5/17/2019,31.74
5/20/2019,30.959999
5/21/2019,31.299999
5/22/2019,29.92
5/23/2019,29.5
5/24/2019,29.17
5/28/2019,28.73
5/29/2019,28.41
5/30/2019,28.17
5/31/2019,27.23
6/3/2019,27.200001
6/4/2019,29.120001
6/5/2019,30.360001
6/6/2019,30.379999
6/7/2019,30.92
6/10/2019,30.76
6/11/2019,30.58
6/12/2019,31.1
6/13/2019,33.09
6/14/2019,32.68
6/17/2019,32.560001
6/18/2019,32.52
6/19/2019,33.209999
6/20/2019,32.150002
6/21/2019,31.57
6/24/2019,31.82
6/25/2019,31.26
6/26/2019,31.459999
6/27/2019,32.150002
6/28/2019,32.610001
7/1/2019,32.880001
7/2/2019,32.189999
7/3/2019,32.720001
7/5/2019,32.459999
7/8/2019,32.790001
7/9/2019,32.360001
7/10/2019,32.939999
7/11/2019,33.029999
7/12/2019,33.779999
7/15/2019,33.610001
7/16/2019,34.220001
7/17/2019,33.259998
7/18/2019,33.740002
7/19/2019,33.080002
7/22/2019,32.900002
7/23/2019,33.73
7/24/2019,34.59
7/25/2019,31.67
7/26/2019,31.24
7/29/2019,30.74
7/30/2019,30.709999
7/31/2019,30.51
8/1/2019,29.84
8/2/2019,29.450001
8/5/2019,28.530001
8/6/2019,28.360001
8/7/2019,28.629999
8/8/2019,29.08
8/9/2019,28.780001
8/12/2019,27.639999
8/13/2019,27.51
8/14/2019,26.1
8/15/2019,25.41
8/16/2019,25.790001
8/19/2019,26.1
8/20/2019,25.83
8/21/2019,26.42
8/22/2019,26.530001
8/23/2019,25.42
8/26/2019,25.190001
8/27/2019,24.450001
8/28/2019,25.33
8/29/2019,26.32
8/30/2019,26.309999
9/3/2019,26.51
9/4/2019,27
9/5/2019,27.690001
9/6/2019,27.790001
9/9/2019,28.440001
9/10/2019,29.120001
9/11/2019,29.76
9/12/2019,29.940001
9/13/2019,29.950001
9/16/2019,27.77
9/17/2019,28.639999
9/18/2019,28.6
9/19/2019,28.299999
9/20/2019,27.99
9/23/2019,27.5
9/24/2019,27
9/25/2019,27.440001
9/26/2019,27.190001
9/27/2019,27.01
9/30/2019,26.969999
10/1/2019,26.799999
10/2/2019,25.370001
10/3/2019,25.27
10/4/2019,25.83
10/7/2019,25.83
10/8/2019,26.26
10/9/2019,27.07
10/10/2019,27.18
10/11/2019,27.360001
10/14/2019,27.620001
10/15/2019,28.27
10/16/2019,28.049999
10/17/2019,27.93
10/18/2019,28.219999
10/21/2019,28.620001
10/22/2019,28.26
10/23/2019,28.290001
10/24/2019,29.41
10/25/2019,30.860001
10/28/2019,31.360001
10/29/2019,30.92
10/30/2019,30.290001
10/31/2019,30.059999
11/1/2019,30.559999
11/4/2019,30.950001
11/5/2019,31.18
11/6/2019,30.959999
11/7/2019,30.889999
11/8/2019,30.76
11/11/2019,30.59
11/12/2019,29.52
11/13/2019,28.66
11/14/2019,28.77
11/15/2019,28.860001
11/18/2019,28.6
11/19/2019,29.290001
11/20/2019,28.23
11/21/2019,27.93
11/22/2019,28.68
11/25/2019,28.99
11/26/2019,29.049999
11/27/2019,28.950001
11/29/2019,28.74
12/2/2019,28.08
12/3/2019,27.290001
12/4/2019,27.379999
12/5/2019,27.24
12/6/2019,27.73
12/9/2019,27.49
12/10/2019,27
12/11/2019,26.860001
12/12/2019,27.719999
12/13/2019,27.48
12/16/2019,27.92
12/17/2019,28.280001
12/18/2019,28
12/19/2019,28.549999
12/20/2019,29.040001
12/23/2019,29.299999
12/24/2019,29.18
12/26/2019,29.67
12/27/2019,28.440001
12/30/2019,28.299999
12/31/2019,28.68
1/2/2020,29.09
1/3/2020,27.65
1/6/2020,27.32
1/7/2020,27.219999
1/8/2020,27.84
1/9/2020,27.950001
1/10/2020,27.32
1/13/2020,27.389999
1/14/2020,27.530001
1/15/2020,27.58
1/16/2020,28.23
1/17/2020,28.4
1/21/2020,27.200001
1/22/2020,27.32
1/23/2020,28.799999
1/24/2020,27.639999
1/27/2020,26.110001
1/28/2020,26.9
1/29/2020,26.799999
1/30/2020,27.719999
1/31/2020,26.84
2/3/2020,27.16
2/4/2020,28.43
2/5/2020,29.1
2/6/2020,28.299999
2/7/2020,28.379999
2/10/2020,28.790001
2/11/2020,29.84
2/12/2020,30.469999
2/13/2020,30.09
2/14/2020,29.200001
2/18/2020,28.629999
2/19/2020,28.33
2/20/2020,28.51
2/21/2020,27.82
2/24/2020,25.450001
2/25/2020,23.120001
2/26/2020,22.309999
2/27/2020,20.6
2/28/2020,19.049999
3/2/2020,18.860001
3/3/2020,17.85
3/4/2020,18.530001
3/5/2020,16.040001
3/6/2020,15.97
3/9/2020,14.75
3/10/2020,17
3/11/2020,16.26
3/12/2020,13.45
3/13/2020,14.31
3/16/2020,15.92
3/17/2020,15.58
3/18/2020,11.65
3/19/2020,10.29
3/20/2020,10.38
3/23/2020,10.25
3/24/2020,13.92
3/25/2020,15.39
3/26/2020,15.66
3/27/2020,14.04
3/30/2020,12.25
3/31/2020,12.19
4/1/2020,10.69
4/2/2020,10.06
4/3/2020,9.39
4/6/2020,9.5
4/7/2020,10.22
4/8/2020,11.33
4/9/2020,12.51
4/13/2020,11.56
4/14/2020,11.95
4/15/2020,12.29
4/16/2020,11.07
4/17/2020,11.57
4/20/2020,11.06
4/21/2020,11
4/22/2020,10.27
4/23/2020,10.25
4/24/2020,10.31
4/27/2020,10.02
4/28/2020,11.26
4/29/2020,12.63
4/30/2020,12.01
5/1/2020,10.64
5/4/2020,9.82
5/5/2020,9.51
5/6/2020,9.25
5/7/2020,9.54
5/8/2020,10.14
5/11/2020,10.1
5/12/2020,9.65
5/13/2020,9.11
5/14/2020,9.15
5/15/2020,9.04
5/18/2020,9.87
5/19/2020,9.64
5/20/2020,9.87
5/21/2020,9.89
5/22/2020,9.7
5/26/2020,11.14
5/27/2020,11.98
5/28/2020,10.98
5/29/2020,10.5
6/1/2020,11.11
6/2/2020,11.22
6/3/2020,11.85
6/4/2020,16.719999
6/5/2020,18.59
6/8/2020,20.309999
6/9/2020,18.549999
6/10/2020,17.02
6/11/2020,14.38
6/12/2020,16.74
6/15/2020,16.700001
6/16/2020,17.030001
6/17/2020,16.98
6/18/2020,16.49
6/19/2020,16
6/22/2020,14.92
6/23/2020,14
6/24/2020,13.04
6/25/2020,13.17
6/26/2020,12.38
6/29/2020,13.32
6/30/2020,13.07
7/1/2020,12.81
7/2/2020,12.5
7/6/2020,12.8
7/7/2020,11.91
7/8/2020,11.99
7/9/2020,11.18
7/10/2020,11.94
