Date,Close
7/2/2018,44.470001
7/3/2018,44.529999
7/5/2018,44.450001
7/6/2018,44.93
7/9/2018,45.830002
7/10/2018,46.259998
7/11/2018,45.099998
7/12/2018,44.919998
7/13/2018,45.349998
7/16/2018,44.959999
7/17/2018,45.060001
7/18/2018,44.799999
7/19/2018,44.959999
7/20/2018,45.200001
7/23/2018,41.540001
7/24/2018,40.349998
7/25/2018,39.82
7/26/2018,41.310001
7/27/2018,41.799999
7/30/2018,42.290001
7/31/2018,42.419998
8/1/2018,42.060001
8/2/2018,41.91
8/3/2018,42.049999
8/6/2018,41.959999
8/7/2018,42.029999
8/8/2018,42.029999
8/9/2018,41.509998
8/10/2018,41.939999
8/13/2018,40.849998
8/14/2018,40.669998
8/15/2018,39.700001
8/16/2018,39.77
8/17/2018,39.970001
8/20/2018,40.400002
8/21/2018,40.91
8/22/2018,41.200001
8/23/2018,40.830002
8/24/2018,40.810001
8/27/2018,41.009998
8/28/2018,40.669998
8/29/2018,40.720001
8/30/2018,40.220001
8/31/2018,39.889999
9/4/2018,39.48
9/5/2018,37.130001
9/6/2018,36.860001
9/7/2018,36.799999
9/10/2018,36.689999
9/11/2018,37.349998
9/12/2018,38.139999
9/13/2018,38.43
9/14/2018,38.630001
9/17/2018,38.709999
9/18/2018,39.16
9/19/2018,40.060001
9/20/2018,40.389999
9/21/2018,40.709999
9/24/2018,41.060001
9/25/2018,41.360001
9/26/2018,41.080002
9/27/2018,40.59
9/28/2018,40.529999
10/1/2018,41.049999
10/2/2018,41.709999
10/3/2018,41.799999
10/4/2018,41.889999
10/5/2018,42
10/8/2018,42.009998
10/9/2018,42.139999
10/10/2018,40.639999
10/11/2018,39.75
10/12/2018,39.599998
10/15/2018,39.799999
10/16/2018,40.080002
10/17/2018,39.560001
10/18/2018,38
10/19/2018,37.540001
10/22/2018,36.400002
10/23/2018,35.599998
10/24/2018,34.23
10/25/2018,34.740002
10/26/2018,35.139999
10/29/2018,34.419998
10/30/2018,35.060001
10/31/2018,34.68
11/1/2018,34.77
11/2/2018,34.900002
11/5/2018,35.75
11/6/2018,35.77
11/7/2018,36.41
11/8/2018,35.369999
11/9/2018,34.98
11/12/2018,34.16
11/13/2018,32.27
11/14/2018,32.25
11/15/2018,32.450001
11/16/2018,32.459999
11/19/2018,32.990002
11/20/2018,31.440001
11/21/2018,31.93
11/23/2018,30.700001
11/26/2018,31.799999
11/27/2018,31.879999
11/28/2018,32.169998
11/29/2018,31.889999
11/30/2018,31.43
12/3/2018,32.66
12/4/2018,31.440001
12/6/2018,29.790001
12/7/2018,29.68
12/10/2018,29.280001
12/11/2018,28.799999
12/12/2018,29.610001
12/13/2018,29.91
12/14/2018,29
12/17/2018,29.09
12/18/2018,28.98
12/19/2018,27.639999
12/20/2018,27.139999
12/21/2018,25.85
12/24/2018,25.139999
12/26/2018,26.43
12/27/2018,26.360001
12/28/2018,26.459999
12/31/2018,26.58
1/2/2019,27.299999
1/3/2019,27.129999
1/4/2019,28.42
1/7/2019,28.82
1/8/2019,29.200001
1/9/2019,30
1/10/2019,30.870001
1/11/2019,30.700001
1/14/2019,30.370001
1/15/2019,30.35
1/16/2019,30.360001
1/17/2019,30.9
1/18/2019,32.25
1/22/2019,31.26
1/23/2019,31.049999
1/24/2019,31.209999
1/25/2019,32.099998
1/28/2019,31.23
1/29/2019,30.85
1/30/2019,31.57
1/31/2019,31.360001
2/1/2019,32.119999
2/4/2019,32.25
2/5/2019,32.299999
2/6/2019,32.029999
2/7/2019,30.5
2/8/2019,29.700001
2/11/2019,30.200001
2/12/2019,30.84
2/13/2019,31.4
2/14/2019,31.6
2/15/2019,31.85
2/19/2019,31.700001
2/20/2019,32.290001
2/21/2019,31.379999
2/22/2019,31.32
2/25/2019,31.75
2/26/2019,31.540001
2/27/2019,31.25
2/28/2019,30.690001
3/1/2019,30.93
3/4/2019,30.98
3/5/2019,30.290001
3/6/2019,28.84
3/7/2019,27.93
3/8/2019,27.469999
3/11/2019,27.889999
3/12/2019,28.09
3/13/2019,28.5
3/14/2019,28.469999
3/15/2019,27.969999
3/18/2019,28.870001
3/19/2019,29.26
3/20/2019,30.1
3/21/2019,30.040001
3/22/2019,28.73
3/25/2019,28.24
3/26/2019,28.469999
3/27/2019,28.559999
3/28/2019,29.190001
3/29/2019,29.299999
4/1/2019,30.139999
4/2/2019,29.940001
4/3/2019,29.93
4/4/2019,30.42
4/5/2019,30.969999
4/8/2019,31.290001
4/9/2019,30.809999
4/10/2019,31.040001
4/11/2019,31.200001
4/12/2019,31.33
4/15/2019,31.290001
4/16/2019,31.809999
4/17/2019,31.59
4/18/2019,31.129999
4/22/2019,31.09
4/23/2019,31.15
4/24/2019,30.110001
4/25/2019,29.219999
4/26/2019,28.85
